_id,Up_System,predicted,manual,title,authors,book_format,cur_price,old_price,isbn13,publisher,publication_date,pages,product_dimensions
129,10A,0,,The Enneagram: A Christian Perspective,Richard Rohr and Andreas Ebert ,Paperback,$16.91,$19.95,9.78082451951e+12,The Crossroad Publishing Company; 1st US Edition 1st Printing edition,09/01/01,320.0,6(w) x 9(h) x 0.8(d)
4515,10B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3852,11A,0,,Judge This Cover,Brittany Renner ,Paperback,$8.98,$19.99,9.78069215651e+12,B. Renner Fitness,10/08/18,134.0,6(w) x 9(h) x 0.3(d)
4515,11B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
2683,12A,0,,"Unhinged: Blood Bond: Parts 4, 5 & 6 (Volume 2) (Blood Bond Saga)",Helen Hardt ,Paperback,$14.00,$15.99,9.78164263014e+12,Waterhouse Press,10/30/18,384.0,5.5(w) x 8.2(h) x 1(d)
4515,12B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
2309,13A,1,,Nineteen Minutes,Jodi Picoult ,Paperback,$15.29,$16.99,9.78074349674e+12,Washington Square Press; 1ST edition,02/05/08,455.0,5.3(w) x 8.2(h) x 1.2(d)
2713,13B,1,,Nineteen Minutes,Jodi Picoult,Paperback,$16.05,$16.99,9780743496735,Washington Square Press,02/05/2008,480.0,5.40(w) x 10.56(h) x 1.27(d)
2264,14A,0,,The Girl He Used to Know: A Novel,Tracey Garvis Graves ,Hardcover,$17.70,$26.99,9.78125020036e+12,St. Martin's Press,04/02/19,304.0,6.4(w) x 9.6(h) x 1.1(d)
4881,14B,0,,The Vanishing Man: A Prequel to the Charles Lenox Series,Charles Finch,Hardcover,$19.27,$26.99,9781250311368,St. Martin's Press,02/19/2019,304.0,6.40(w) x 9.30(h) x 1.20(d)
3764,15A,1,,"I Might Regret This: Essays, Drawings, Vulnerabilities, and Other Stuff",Abbi Jacobson ,Hardcover,$18.30,$28.00,9.7815387133e+12,Grand Central Publishing; First Edition edition,10/30/18,320.0,5.8(w) x 8.6(h) x 1(d)
1796,15B,1,,"I Might Regret This: Essays, Drawings, Vulnerabilities, and Other Stuff",Abbi Jacobson,Hardcover,$23.80,$28.00,9781538713297,Grand Central Publishing,10/30/2018,320.0,5.75(w) x 8.62(h) x 1.00(d)
2743,16A,0,,Gaslands: Post-Apocalyptic Vehicular Combat (Osprey Wargames),Mike Hutchinson and David Auden Nash ,Paperback,$12.91,$19.00,9.78147281854e+12,Osprey Games,11/21/17,64.0,7.1(w) x 9.9(h) x 0.2(d)
4515,16B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
239,17A,0,,The Templar Mission to Oak Island and Beyond: Search for Ancient Secrets: The Shocking Revelations of a 12th Century Manuscript,Zena Halpern ,Paperback,$15.26,$16.95,,,01/01/1979,,
2951,17B,0,,"Portage: A Family, a Canoe, and the Search for the Good Life",University Of Minnesota Press,Paperback,$15.71,$16.95,9780816698547,University of Minnesota Press,10/15/2015,264.0,5.64(w) x 8.08(h) x 0.66(d)
2099,18A,1,,The Brothers Karamazov,"Fyodor Dostoevsky , Richard Pevear, et al. ",Paperback,$15.29,$18.00,9.78037452838e+12,"Farrar, Straus and Giroux; 12th edition",06/14/02,824.0,5.5(w) x 8.3(h) x 1.6(d)
3665,18B,1,,The Brothers Karamazov: A Novel in Four Parts With Epilogue,Fyodor Dostoevsky,Paperback,$16.69,$18.00,9780374528379,"Farrar, Straus and Giroux",06/14/2002,824.0,5.52(w) x 8.29(h) x 1.64(d)
4021,19A,0,,"The Trouble with Men: Reflections on Sex, Love, Marriage, Porn, and Power (21st Century Essays)",David Shields ,Paperback,$14.73,$18.95,9.78081425519e+12,Mad Creek Books; 1 edition,02/25/19,160.0,5.5(w) x 8.5(h) x 0.6(d)
4515,19B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3562,20A,1,,The Blind Side: Evolution of a Game,Michael Lewis ,Paperback,$10.68,$15.95,9.78039333047e+12,W. W. Norton & Company; Reprint edition,09/17/07,352.0,5.5(w) x 8.3(h) x 0.9(d)
3634,20B,1,,The Blind Side: Evolution of a Game,Michael Lewis,Paperback,$14.36,$15.95,9780393330472,"Norton, W. W. & Company, Inc.",09/04/2007,320.0,5.50(w) x 8.10(h) x 1.20(d)
3341,21A,0,,"Analyzing Baseball Data with R, Second Edition (Chapman & Hall/CRC The R Series)","Max Marchi , Jim Albert , et al. ",Paperback,$52.15,$59.95,9.78081535352e+12,Chapman and Hall/CRC; 2 edition,12/05/18,360.0,6(w) x 9.2(h) x 1(d)
4515,21B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
4752,22A,0,,Mixing Secrets for the Small Studio (Sound On Sound Presents...),Mike Senior ,Paperback,$37.12,$46.95,9.78113855638e+12,Routledge; 2 edition,08/18/18,444.0,7(w) x 9(h) x 0.8(d)
4515,22B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3936,23A,1,,The Unstoppable Ruth Bader Ginsburg: American Icon,Antonia Felix and Mimi Leder ,Hardcover,$16.45,$29.95,9.78145493333e+12,Sterling,10/09/18,208.0,9.5(w) x 11.1(h) x 0.9(d)
4876,23B,1,,The Unstoppable Ruth Bader Ginsburg: American Icon,Antonia Felix,Hardcover,$25.46,$29.95,9781454933328,Sterling,10/09/2018,208.0,10.90(w) x 9.20(h) x 1.00(d)
1407,24A,0,,Breaking Point (A Joe Pickett Novel),C. J. Box ,Paperback,$8.54,$9.99,9.78042526461e+12,G.P. Putnam's Sons; Reprint edition,03/04/14,464.0,4.2(w) x 7.5(h) x 0.9(d)
4515,24B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
2592,25A,0,,Practical Magic,Alice Hoffman ,Paperback,$13.21,$16.00,9.78042519037e+12,Berkley; Reissue edition,08/05/03,286.0,5.2(w) x 8(h) x 0.8(d)
4647,25B,0,,The Rules of Magic,Alice Hoffman,Paperback,$13.60,$16.00,9781501137488,Simon & Schuster,06/26/2018,400.0,5.20(w) x 7.60(h) x 1.00(d)
1631,26A,0,,Junkyard Dogs: A Longmire Mystery,Craig Johnson ,Paperback,$13.38,$16.00,9.78014311953e+12,Penguin Books; Reprint edition,05/31/11,352.0,5.1(w) x 7.7(h) x 0.6(d)
4515,26B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
1609,27A,0,,Messenger of Truth: A Maisie Dobbs Novel (Maisie Dobbs Novels),Jacqueline Winspear ,Paperback,$15.75,$17.00,9.78031242686e+12,Picador; Reprint edition,06/12/07,319.0,5.5(w) x 8.2(h) x 0.6(d)
130,27B,0,,A Lesson in Secrets (Maisie Dobbs Series #8),Jacqueline Winspear,Paperback,$14.39,$15.99,9780061727719,HarperCollins Publishers,03/06/2012,352.0,5.30(w) x 7.90(h) x 1.00(d)
4331,28A,0,,"Beginner Classical Piano Music: Teach Yourself How to Play Famous Piano Pieces by Bach, Mozart, Beethoven & the Great Composers (Book, Streaming Videos & MP3 Audio)",Damon Ferrante ,Paperback,$21.94,$39.95,9.78069282319e+12,Steeplechase Arts,12/13/16,146.0,8.5(w) x 11(h) x 0.3(d)
4515,28B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
1963,29A,0,,Station Eleven,Emily St. John Mandel ,Paperback,$13.24,$16.95,9.78080417245e+12,Vintage; Reprint edition,06/02/15,352.0,5.2(w) x 8(h) x 0.8(d)
4515,29B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
1228,30A,0,,Transcription: A Novel,Kate Atkinson ,Hardcover,$18.30,$28.00,9.78031617664e+12,"Little, Brown and Company; First American Edition edition",09/25/18,352.0,6.6(w) x 9.6(h) x 1.4(d)
101,30B,0,,A God in Ruins,Kate Atkinson,Paperback,$5.98,$17.99,9780594777960,"Little, Brown and Company",01/12/2016,480.0,5.40(w) x 8.30(h) x 1.30(d)
1824,31A,0,,Heart Talk: Poetic Wisdom for a Better Life,Cleo Wade ,Paperback,$11.92,$17.99,9.78150117735e+12,Atria / 37 INK,03/06/18,224.0,5.5(w) x 7(h) x 0.7(d)
4515,31B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3293,32A,0,,Your Guide to Forest Bathing: Experience the Healing Power of Nature,M. Amos Clifford ,Paperback,$12.35,$14.95,9.78157324738e+12,Conari Press,04/01/18,192.0,5.1(w) x 7.1(h) x 0.4(d)
4515,32B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3954,33A,1,,The Misadventures of Awkward Black Girl,Issa Rae ,Paperback,$9.98,$16.00,9.78147674908e+12,Atria / 37 INK; Reprint edition,07/12/16,224.0,5.5(w) x 8.4(h) x 0.6(d)
4368,33B,1,,The Misadventures of Awkward Black Girl,Issa Rae,Paperback,$13.60,$16.00,9781476749075,Atria / 37 INK,07/12/2016,224.0,5.50(w) x 8.30(h) x 0.60(d)
1475,34A,0,,Saving Meghan: A Novel,D.J. Palmer ,Hardcover,$16.23,$27.99,9.78125010746e+12,St. Martin's Press,04/09/19,384.0,6.3(w) x 9.5(h) x 1.4(d)
4515,34B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3782,35A,0,,Mrs. Kennedy and Me,Clint Hill and Lisa McCubbin ,Paperback,$2.99,$17.00,9.78145164846e+12,Gallery Books; 39608th edition,11/20/12,352.0,6.1(w) x 9.2(h) x 1(d)
4515,35B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3155,36A,0,,438 Days: An Extraordinary True Story of Survival at Sea,Jonathan Franklin ,Paperback,$8.98,$16.99,9.78150111631e+12,Atria Books; Reprint edition,09/27/16,288.0,5.5(w) x 8.4(h) x 0.7(d)
4515,36B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
995,37A,0,,You: A Novel,Caroline Kepnes ,Paperback,$9.68,$17.00,9.78150119543e+12,Atria/Emily Bestler Books; Media Tie-In edition,08/28/18,464.0,5.3(w) x 8.2(h) x 1.3(d)
1004,37B,0,,Darktown: A Novel,Thomas Mullen,Paperback,$15.30,$17.00,9781501133879,Atria / 37 INK,06/06/2017,384.0,5.30(w) x 8.20(h) x 1.10(d)
3874,38A,0,,The Elephant Whisperer: My Life with the Herd in the African Wild,Lawrence Anthony and Graham Spence ,Paperback,$17.09,$18.99,9.78125000781e+12,St. Martin's Griffin; Reprint edition,05/22/12,384.0,5.7(w) x 8.2(h) x 1(d)
4515,38B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3250,39A,0,,Buried in the Sky: The Extraordinary Story of the Sherpa Climbers on K2's Deadliest Day,Peter Zuckerman and Amanda Padoan ,Paperback,$15.26,$16.95,9.78039334541e+12,W. W. Norton & Company; 1 edition,05/03/13,320.0,5.5(w) x 8.3(h) x 0.8(d)
4515,39B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
1655,40A,0,,As the Crow Flies: A Longmire Mystery,Craig Johnson ,Paperback,$13.99,$16.00,9.78014312329e+12,Penguin Books; Reprint edition,05/28/13,352.0,5.1(w) x 7.7(h) x 0.6(d)
4515,40B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
2135,41A,0,,Confessions of a Domestic Failure: A Humorous Book About a not so Perfect Mom,Bunmi Laditan ,Paperback,$8.78,$15.99,9.78077833068e+12,MIRA; Original edition,05/02/17,336.0,5.3(w) x 8(h) x 0.8(d)
4515,41B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
2471,42A,1,,The Sirens of Titan: A Novel,Kurt Vonnegut ,Paperback,$13.60,$17.00,9.7803853335e+12,Dial Press Trade Paperback; Reissue edition,09/08/98,336.0,5.2(w) x 8(h) x 0.7(d)
4724,42B,1,,The Sirens of Titan,Kurt Vonnegut,Paperback,$15.30,$17.00,9780385333498,Random House Publishing Group,09/08/1998,336.0,5.20(w) x 7.90(h) x 0.80(d)
1277,43A,0,,The Force: A Novel,Don Winslow ,Paperback,$9.48,$16.99,9.78006266443e+12,William Morrow Paperbacks; Reprint edition,03/13/18,528.0,5.3(w) x 8(h) x 1.2(d)
4035,43B,0,,The Hamilton Affair: A Novel,Elizabeth Cobbs,Paperback,$14.44,$16.99,9781628728552,Arcade,06/06/2017,433.0,8.10(w) x 5.50(h) x 1.10(d)
3859,44A,0,,A Savage Life,Michael Savage ,Paperback,$16.19,$17.99,9.78006293639e+12,William Morrow Paperbacks,06/25/19,288.0,6(w) x 9(h) x 0.7(d)
887,44B,0,,Cleopatra: A Life,Stacy Schiff,Paperback,$16.19,$17.99,9780316001946,"Little, Brown and Company",09/06/2011,432.0,5.30(w) x 8.26(h) x 1.20(d)
1593,45A,0,,Pardonable Lies: A Maisie Dobbs Novel (Maisie Dobbs Novels),Jacqueline Winspear ,Paperback,$13.60,$17.00,9.78031242622e+12,Picador; First edition,06/27/06,359.0,5.6(w) x 8.2(h) x 0.8(d)
3685,45B,0,,The Care and Management of Lies: A Novel of the Great War,Jacqueline Winspear,Paperback,$15.99,$15.99,9780062220516,HarperCollins Publishers,06/30/2015,352.0,5.20(w) x 7.90(h) x 0.80(d)
468,46A,0,,"Friday Night Lights, 25th Anniversary Edition: A Town, a Team, and a Dream",H.G. Bissinger ,Paperback,$10.40,$15.99,9.7803068242e+12,Da Capo Press; Anniversary edition,08/11/15,432.0,5.5(w) x 8.2(h) x 1.1(d)
4515,46B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3647,47A,0,,"Gay Girl, Good God: The Story of Who I Was, and Who God Has Always Been",Jackie Hill Perry ,Paperback,$10.98,$16.99,9.78146275123e+12,B&H Books,09/03/18,208.0,5.5(w) x 8.5(h) x 0.5(d)
4515,47B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
400,48A,0,,Upstairs at the White House: My Life with the First Ladies,J. B. West and Mary Lynn Kotz ,Paperback,$11.55,$17.99,9.78150403868e+12,Open Road Media; Reprint edition,06/21/16,398.0,5(w) x 7.8(h) x 0.8(d)
4515,48B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3672,49A,0,,A Happier Hour,Rebecca Weller ,Paperback,$7.79,$15.99,9.7809946023e+12,Mod By Dom; 1 edition,08/02/16,208.0,5(w) x 8(h) x 0.5(d)
4515,49B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
