_id,Up_System,predicted,manual,title,authors,book_format,cur_price,old_price,isbn13,publisher,publication_date,pages,product_dimensions
820,5B,FALSE,0,Ceremony: (Penguin Classics Deluxe Edition),Leslie Marmon Silko,Paperback,$16.20,$18.00,9780143104919,Penguin Publishing Group,12/26/2006,272,5.64(w) x 8.33(h) x 0.67(d)
2113,6A,FALSE,0,The Brief Wondrous Life of Oscar Wao,Junot Daz ,Paperback,$10.00,$16.00,9.7815944833E+12,Riverhead Books; Reprint edition,09/02/08,339,5.2(w) x 8(h) x 1(d)
4515,6B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
995,7A,FALSE,0,You: A Novel,Caroline Kepnes ,Paperback,$9.68,$17.00,9.78150119543E+12,Atria/Emily Bestler Books; Media Tie-In edition,08/28/18,464,5.3(w) x 8.2(h) x 1.3(d)
1059,7B,FALSE,0,Defectors: A Novel,Joseph Kanon,Paperback,$15.30,$17.00,9781501121401,Washington Square Press,02/13/2018,304,5.31(w) x 8.25(h) x 0.90(d)
3227,8A,TRUE,1,Bruce Lee: A Life,Matthew Polly ,Hardcover,$15.59,$35.00,9.78150118763E+12,Simon & Schuster,06/05/18,656,6(w) x 9(h) x 1.3(d)
745,8B,TRUE,1,Bruce Lee: A Life,Matthew Polly,Hardcover,$31.50,$35.00,9781501187629,Simon & Schuster,06/05/2018,656,6.30(w) x 9.10(h) x 1.60(d)
73,9A,FALSE,0,Persepolis: The Story of a Childhood (Pantheon Graphic Library),Marjane Satrapi ,Paperback,$8.88,$14.95,9.78037571457E+12,Pantheon; 1st Edition edition,06/01/04,160,6(w) x 8.9(h) x 0.5(d)
4515,9B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
2592,10A,FALSE,0,Practical Magic,Alice Hoffman ,Paperback,$13.21,$16.00,9.78042519037E+12,Berkley; Reissue edition,08/05/03,286,5.2(w) x 8(h) x 0.8(d)
4647,10B,FALSE,0,The Rules of Magic,Alice Hoffman,Paperback,$13.60,$16.00,9781501137488,Simon & Schuster,06/26/2018,400,5.20(w) x 7.60(h) x 1.00(d)
2304,11A,FALSE,0,Atonement: A Novel,Ian McEwan ,Paperback,$10.87,$16.00,9.78038572179E+12,Anchor Books; 1st edition,02/25/03,351,5.2(w) x 8(h) x 0.8(d)
726,11B,FALSE,0,Breath: A Novel,Tim Winton,Paperback,$15.73,$16.00,9780312428396,Picador,05/26/2009,224,5.48(w) x 8.28(h) x 0.60(d)
1400,12A,FALSE,0,The Municipalists: A Novel,Seth Fried ,Paperback,$10.92,$16.00,9.78014313374E+12,Penguin Books,03/19/19,272,5(w) x 7.7(h) x 0.6(d)
4587,12B,FALSE,0,The Relic Master: A Novel,Christopher Buckley,Paperback,$5.98,$16.00,9780594783046,Simon & Schuster,10/25/2016,400,5.50(w) x 8.30(h) x 1.10(d)
2865,13A,TRUE,1,What Is Not Yours Is Not Yours,Helen Oyeyemi ,Paperback,$10.67,$16.00,9.78159463464E+12,Riverhead Books; Reprint edition,03/07/17,352,5.1(w) x 8(h) x 0.9(d)
5304,13B,TRUE,1,What Is Not Yours Is Not Yours,Helen Oyeyemi,Paperback,$14.40,$16.00,9781594634642,Penguin Publishing Group,03/07/2017,352,5.10(w) x 7.90(h) x 1.00(d)
2212,14A,FALSE,0,Fight Club: A Novel,Chuck Palahniuk ,Paperback,$10.97,$15.95,9.78039335595E+12,W. W. Norton & Company; Reissue edition,05/01/18,224,5.5(w) x 8.3(h) x 0.6(d)
1241,14B,FALSE,0,Eternal Life: A Novel,Dara Horn,Paperback,$14.36,$15.95,9780393356564,"Norton, W. W. & Company, Inc.",01/08/2019,256,5.40(w) x 8.20(h) x 0.70(d)
368,15A,FALSE,0,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips ,Paperback,$10.48,$16.00,9.7804463946E+12,"Warner Books, Inc.; Reprint edition",02/01/93,188,5.1(w) x 8(h) x 0.6(d)
3926,15B,FALSE,0,The Founding Fathers on Leadership: Classic Teamwork in Changing Times,Donald T. Phillips,Paperback,$14.40,$16.00,9780446674256,Grand Central Publishing,11/28/1998,272,5.31(w) x 8.00(h) x 0.75(d)
2790,16A,FALSE,0,Arm of the Sphinx (The Books of Babel),Josiah Bancroft ,Paperback,$10.87,$15.99,9.78031651796E+12,Orbit,03/13/18,448,5.5(w) x 8.2(h) x 1.2(d)
4515,16B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
1593,17A,TRUE,1,Pardonable Lies: A Maisie Dobbs Novel (Maisie Dobbs Novels),Jacqueline Winspear ,Paperback,$13.60,$17.00,9.78031242622E+12,Picador; First edition,06/27/06,359,5.6(w) x 8.2(h) x 0.8(d)
2876,17B,TRUE,1,Pardonable Lies (Maisie Dobbs Series #3),Jacqueline Winspear,Paperback,$15.30,$17.00,9780312426217,Picador,06/27/2006,384,5.55(w) x 8.19(h) x 0.76(d)
207,18A,TRUE,1,Michelle Obama: A Photographic Journey,Antonia Felix ,Hardcover,$16.96,$24.95,9.78145492637E+12,Sterling,04/04/17,208,9.2(w) x 11(h) x 1.2(d)
2459,18B,TRUE,1,Michelle Obama: A Photographic Journey,Antonia Felix (Text by),Hardcover,$21.21,$24.95,9781454926368,Sterling,04/04/2017,208,9.40(w) x 10.40(h) x 1.20(d)
2043,19A,TRUE,1,Lolita,Vladimir Nabokov ,Paperback,$12.49,$16.00,9.78067972316E+12,Vintage,03/13/89,317,5.2(w) x 8(h) x 0.7(d)
2255,19B,TRUE,1,Lolita,Vladimir Nabokov,Paperback,$13.60,$16.00,9780679723165,Knopf Doubleday Publishing Group,03/01/1989,336,5.21(w) x 8.00(h) x 0.68(d)
2260,20A,FALSE,0,The Wife: A Novel,Meg Wolitzer ,Paperback,$13.19,$16.00,9.78074345666E+12,Scribner; Reprint edition,04/13/04,219,5.2(w) x 8(h) x 0.5(d)
4587,20B,FALSE,0,The Relic Master: A Novel,Christopher Buckley,Paperback,$5.98,$16.00,9780594783046,Simon & Schuster,10/25/2016,400,5.50(w) x 8.30(h) x 1.10(d)
1136,21A,TRUE,1,This Tender Land: A Novel,William Kent Krueger ,Hardcover,$18.90,$27.00,9.7814767493E+12,Atria Books,09/03/19,464,
5023,21B,TRUE,1,This Tender Land: A Novel,William Kent Krueger,Hardcover,$18.90,$27.00,9781476749297,Atria Books,09/03/2019,464,6.00(w) x 9.00(h) x (d)
4050,22A,TRUE,1,George & Barbara Bush: A Great American Love Story,"Ellie LeBlond Sosa , Kelly Anne Chase, et al. ",Hardcover,$16.96,$24.95,9.78160893973E+12,Down East Books,06/01/18,240,6.2(w) x 9.3(h) x 0.8(d)
1462,22B,TRUE,1,George and Barbara Bush: A Great American Love Story,Ellie LeBlond Sosa,Hardcover,$21.21,$24.95,9781608939732,Down East Books,06/01/2018,240,6.00(w) x 9.10(h) x 0.90(d)
3625,23A,FALSE,0,The Heroin Diaries: Ten Year Anniversary Edition: A Year in the Life of a Shattered Rock Star,Nikki Sixx ,Paperback,$14.40,$22.00,9.78150118754E+12,VH1 Books; Anniversary edition,10/24/17,512,6.1(w) x 8(h) x 0.7(d)
4515,23B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
1701,24A,TRUE,1,Where the Crawdads Sing,Delia Owens,Hardcover,$15.60,$26.00,9.78073521909E+12,"G.P. Putnam's Sons; First Edition, First Printing edition",08/14/18,384,6.3(w) x 9.3(h) x 1.2(d)
5344,24B,TRUE,1,Where the Crawdads Sing,Delia Owens,Hardcover,$15.60,$26.00,9780735219090,Penguin Publishing Group,08/14/2018,384,6.10(w) x 9.10(h) x 1.30(d)
1474,25A,TRUE,1,Greeks Bearing Gifts (A Bernie Gunther Novel),Philip Kerr ,Paperback,$11.00,$16.00,9.78039918521E+12,G.P. Putnam's Sons; Reprint edition,03/12/19,544,5.5(w) x 8.2(h) x 1.2(d)
1567,25B,TRUE,1,Greeks Bearing Gifts,Philip Kerr,Paperback,$11.55,$16.00,9780399185212,Penguin Publishing Group,03/12/2019,544,5.40(w) x 8.20(h) x 1.40(d)
1345,26A,FALSE,0,Cujo: A Novel,Stephen King ,Paperback,$11.05,$17.00,9.78150119224E+12,Gallery Books; Reprint edition,02/20/18,400,5.3(w) x 8.2(h) x 0.9(d)
1318,26B,FALSE,0,Fever: A Novel,Mary Beth Keane,Paperback,$16.06,$17.00,9781451693423,Scribner,03/18/2014,336,5.20(w) x 7.90(h) x 0.90(d)
1354,27A,FALSE,0,The Address: A Novel,Fiona Davis ,Paperback,$13.25,$16.00,9.78152474201E+12,Dutton; Reprint edition,07/10/18,384,5.3(w) x 8(h) x 0.8(d)
3541,27B,FALSE,0,The Anchoress: A Novel,Robyn Cadwallader,Paperback,$15.59,$16.00,9781250094674,Picador,06/14/2016,320,5.00(w) x 7.90(h) x 0.90(d)
1793,28A,TRUE,1,The Kite Runner,Khaled Hosseini ,Paperback,$12.96,$14.40,9.78159463193E+12,Riverhead Books; 1 edition,09/26/13,400,5.1(w) x 8(h) x 1(d)
4166,28B,TRUE,1,The Kite Runner (Essential Edition),Khaled Hosseini,Paperback,$16.20,$18.00,9781594481772,Penguin Publishing Group,09/28/2005,384,5.54(w) x 8.35(h) x 0.94(d)
2506,29A,FALSE,0,The Prince of Milk,Exurb1a,Paperback,$14.97,$17.00,9.78198369974E+12,CreateSpace Independent Publishing Platform; 1 edition,04/05/18,352,5(w) x 8(h) x 0.9(d)
4515,29B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
2593,30A,FALSE,0,The Poppy War: A Novel,R. F Kuang ,Hardcover,$14.83,$26.99,9.78006266257E+12,Harper Voyager,05/01/18,544,6(w) x 9(h) x 1.5(d)
3883,30B,FALSE,0,The Familiars: A Novel,Stacey Halls,Hardcover,$22.94,$26.99,9780778369189,MIRA Books,02/19/2019,352,6.00(w) x 9.10(h) x 1.30(d)
786,31A,TRUE,1,From Cold War to Hot Peace: An American Ambassador in Putins Russia,Michael McFaul ,Hardcover,$17.64,$30.00,9.78054471625E+12,Houghton Mifflin Harcourt; 1 edition,05/08/18,528,6(w) x 9(h) x 1.6(d)
1423,31B,TRUE,1,From Cold War to Hot Peace: An American Ambassador in Putin's Russia,Michael McFaul,Hardcover,$27.00,$30.00,9780544716247,Houghton Mifflin Harcourt,05/08/2018,528,6.00(w) x 9.10(h) x 1.80(d)
3667,32A,TRUE,1,What I Know For Sure,Oprah Winfrey ,Hardcover,$10.38,$24.99,9.78125005405E+12,Flatiron Books; First Edition; First Printing edition,09/02/14,240,5.3(w) x 7.4(h) x 0.9(d)
5300,32B,TRUE,1,What I Know for Sure,Oprah Winfrey,Hardcover,$21.24,$24.99,9781250054050,Flatiron Books,09/02/2014,240,5.10(w) x 7.20(h) x 0.90(d)
1897,33A,FALSE,0,A Confederacy of Dunces,John Kennedy Toole and Walker Percy ,Paperback,$11.92,$16.00,9.7808021302E+12,Grove Weidenfeld; Reissue edition,01/011987,405,5.2(w) x 8.2(h) x 1(d)
4383,33B,FALSE,0,The Moviegoer: A Novel,Walker Percy,Paperback,$13.60,$16.00,9780374214524,"Farrar, Straus and Giroux",01/15/2019,272,5.56(w) x 8.32(h) x 0.72(d)
1354,34A,FALSE,0,The Address: A Novel,Fiona Davis ,Paperback,$13.25,$16.00,9.78152474201E+12,Dutton; Reprint edition,07/10/18,384,5.3(w) x 8(h) x 0.8(d)
3656,34B,FALSE,0,The Boston Girl: A Novel,Anita Diamant,Paperback,$14.40,$16.00,9781439199367,Scribner,08/04/2015,336,5.20(w) x 7.90(h) x 2.80(d)
2051,35A,TRUE,0,The Rosie Project: A Novel,Graeme Simsion ,Paperback,$14.26,$16.99,9.78147672909E+12,Simon & Schuster; Reprint edition,06/03/14,295,5.5(w) x 8.4(h) x 0.7(d)
4642,35B,TRUE,0,The Rosie Effect,Graeme Simsion,Paperback,$14.39,$15.99,9781476767321,Simon & Schuster,07/21/2015,368,5.40(w) x 8.40(h) x 1.00(d)
3853,36A,FALSE,1,Narrative of the Life of Frederick Douglass,Frederick Douglass ,Paperback,$1.62,$3.00,9.780486285E+12,Dover Publications; 1st Edition edition,04/13/95,96,5.5(w) x 8.5(h) x 0.2(d)
2672,36B,FALSE,1,"Narrative of the Life of Frederick Douglass, an American Slave and Incidents in the Life of a Slave Girl",Frederick Douglass,Paperback,$6.95,$6.95,9780345478238,Random House Publishing Group,12/28/2004,464,4.20(w) x 6.87(h) x 0.94(d)
2593,37A,FALSE,0,The Poppy War: A Novel,R. F Kuang ,Hardcover,$14.83,$26.99,9.78006266257E+12,Harper Voyager,05/01/18,544,6(w) x 9(h) x 1.5(d)
3622,37B,FALSE,0,The Binding: A Novel,Bridget Collins,Hardcover,$18.89,$26.99,9780062838094,HarperCollins Publishers,04/16/2019,448,6.00(w) x 9.00(h) x 1.37(d)
3969,38A,TRUE,1,The Women's Suffrage Movement,Sally Roesch Wagner and Gloria Steinem ,Paperback,$12.19,$18.00,9.78014313243E+12,Penguin Classics,03/05/19,560,5.1(w) x 7.8(h) x 0.9(d)
4967,38B,TRUE,1,The Women's Suffrage Movement,Sally Roesch Wagner (Editor),Paperback,$16.20,$18.00,9780143132431,Penguin Publishing Group,03/05/2019,560,5.10(w) x 7.70(h) x 1.50(d)
2005,39A,TRUE,1,The Clockmaker's Daughter: A Novel,Kate Morton ,Hardcover,$16.75,$28.00,9.78145164939E+12,Atria Books,10/09/18,496,6(w) x 9(h) x 1.3(d)
3720,39B,TRUE,1,The Clockmaker's Daughter (B&N Exclusive Edition),Kate Morton,Hardcover,$23.80,$28.00,9781982113940,Atria Books,10/09/2018,496,6.10(w) x 8.90(h) x 1.60(d)
1672,40A,FALSE,0,A Beautiful Blue Death: The First Charles Lenox Mystery (Charles Lenox Mysteries),Charles Finch ,Paperback,$6.98,$9.99,9.78125016164E+12,Minotaur Books; Reprint edition,09/05/17,336,5.6(w) x 8.2(h) x 0.9(d)
4694,40B,FALSE,0,The September Society (Charles Lenox Series #2),Charles Finch,Paperback,$16.19,$17.99,9780312564940,St. Martin's Press,07/21/2009,320,5.50(w) x 8.30(h) x 0.83(d)
2750,41A,TRUE,1,Red Clocks: A Novel,Leni Zumas ,Paperback,$12.73,$16.99,9.78031643478E+12,Back Bay Books; Reprint edition,10/02/18,368,5.4(w) x 8.2(h) x 1.2(d)
3034,41B,TRUE,1,Red Clocks: A Novel,Leni Zumas,Paperback,$15.29,$16.99,9780316434782,"Little, Brown and Company",10/02/2018,368,5.40(w) x 8.20(h) x 1.00(d)
477,42A,FALSE,0,The Reaper: Autobiography of One of the Deadliest Special Ops Snipers,Nicholas Irving and Gary Brozek ,Paperback,$10.87,$16.99,9.78125008061E+12,St. Martin's Griffin; Reprint edition,01/26/16,320,5.5(w) x 8.2(h) x 0.9(d)
4515,42B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
1616,43A,TRUE,1,The Death of Ivan Ilyich (Vintage Classics),"Leo Tolstoy , Richard Pevear, et al. ",Paperback,$7.64,$9.00,9.78030795134E+12,Vintage; Reprint edition,10/02/12,64,5.2(w) x 8(h) x 0.2(d)
3796,43B,TRUE,1,The Death of Ivan Ilyich,Leo Tolstoy,Paperback,$9.00,$9.00,9780307951335,Knopf Doubleday Publishing Group,10/02/2012,64,5.34(w) x 7.82(h) x 0.25(d)
1938,44A,TRUE,1,East of Eden (Penguin Twentieth Century Classics),John Steinbeck and David Wyatt ,Paperback,$12.23,$18.00,9.78014018639E+12,Penguin Classics; Reissue edition,01/011952,691,5(w) x 7.7(h) x 1(d)
1157,44B,TRUE,1,East of Eden,John Steinbeck,Paperback,$15.30,$18.00,9780140186390,Penguin Publishing Group,10/28/1992,640,5.18(w) x 10.66(h) x 1.11(d)
3065,45A,TRUE,1,Let Your Mind Run: A Memoir of Thinking My Way to Victory,Deena Kastor and Michelle Hamilton ,Hardcover,$18.36,$27.00,9.78152476076E+12,Crown Archetype,04/10/18,304,6.4(w) x 9.5(h) x 1(d)
2179,45B,TRUE,1,Let Your Mind Run: A Memoir of Thinking My Way to Victory,Deena Kastor,Hardcover,$24.30,$27.00,9781524760755,Crown/Archetype,04/10/2018,304,6.20(w) x 9.20(h) x 1.30(d)
686,46A,TRUE,1,Mar-a-Lago: Inside the Gates of Power at Donald Trump's Presidential Palace,Laurence Leamer ,Hardcover,$17.69,$27.99,9.78125017751E+12,Flatiron Books,01/29/19,304,6.4(w) x 9.6(h) x 1.1(d)
2367,46B,TRUE,1,Mar-a-Lago: Inside the Gates of Power at Donald Trump's Presidential Palace,Laurence Leamer,Hardcover,$23.79,$27.99,9781250177513,Flatiron Books,01/29/2019,304,6.40(w) x 9.40(h) x 1.10(d)
4064,47A,TRUE,1,My Beloved World,Sonia Sotomayor ,Paperback,$12.27,$15.95,9.78034580484E+12,Vintage; Reprint edition,01/07/14,432,5.2(w) x 8(h) x 0.9(d)
2602,47B,TRUE,1,My Beloved World,Sonia Sotomayor,Paperback,$13.56,$15.95,9780345804839,Knopf Doubleday Publishing Group,01/07/2014,432,5.10(w) x 8.50(h) x 1.00(d)
3954,48A,FALSE,0,The Misadventures of Awkward Black Girl,Issa Rae ,Paperback,$9.98,$16.00,9.78147674908E+12,Atria / 37 INK; Reprint edition,07/12/16,224,5.5(w) x 8.4(h) x 0.6(d)
4515,48B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
1375,49A,FALSE,0,The Quiet American (Penguin Classics Deluxe Edition),Graham Greene and Robert Stone ,Paperback,$13.52,$17.00,9.78014303902E+12,Penguin Classics; Reprint edition,08/31/04,180,5.6(w) x 8.4(h) x 0.6(d)
4047,49B,FALSE,0,The Heart of the Matter: (Penguin Classics Deluxe Edition),Graham Greene,Paperback,$15.30,$17.00,9780142437995,Penguin Publishing Group,09/28/2004,288,8.22(w) x 5.48(h) x 0.70(d)
2304,50A,FALSE,0,Atonement: A Novel,Ian McEwan ,Paperback,$10.87,$16.00,9.78038572179E+12,Anchor Books; 1st edition,02/25/03,351,5.2(w) x 8(h) x 0.8(d)
1359,50B,FALSE,0,Flashman: A Novel,George MacDonald Fraser,Paperback,$16.00,$16.00,9780452259614,Penguin Publishing Group,08/28/1984,256,5.27(w) x 7.96(h) x 0.52(d)
1084,51A,TRUE,1,The Lying Game: A Novel,Ruth Ware ,Paperback,$12.74,$16.99,9.7815011562E+12,Gallery/Scout Press; Reprint edition,03/06/18,416,5.3(w) x 8.2(h) x 1.2(d)
4303,51B,TRUE,1,The Lying Game,Ruth Ware,Paperback,$14.44,$16.99,9781501156205,Gallery/Scout Press,03/06/2018,416,5.30(w) x 7.90(h) x 1.40(d)
2630,52A,TRUE,1,Mother Night,Kurt Vonnegut ,Paperback,$9.78,$17.00,9.78038533414E+12,Delta Trade Paperback; Reissue edition,05/11/99,268,5.3(w) x 8(h) x 0.6(d)
2523,52B,TRUE,1,Mother Night,Kurt Vonnegut,Paperback,$15.30,$17.00,9780385334143,Random House Publishing Group,05/11/1999,288,5.26(w) x 8.00(h) x 0.59(d)
1233,53A,FALSE,0,The Last Days of Night: A Novel,Graham Moore ,Paperback,$12.72,$17.00,9.78081298892E+12,Random House Trade Paperbacks; Reprint edition,05/23/17,384,5.2(w) x 8(h) x 0.8(d)
3548,53B,FALSE,0,The Angry Tide: A Novel of Cornwall 1798-1799,Winston Graham,Paperback,$15.29,$16.99,9781250186058,St. Martin's Press,05/29/2018,624,5.40(w) x 8.20(h) x 1.80(d)
2099,54A,TRUE,1,The Brothers Karamazov,"Fyodor Dostoevsky , Richard Pevear, et al. ",Paperback,$15.29,$18.00,9.78037452838E+12,"Farrar, Straus and Giroux; 12th edition",06/14/02,824,5.5(w) x 8.3(h) x 1.6(d)
3665,54B,TRUE,1,The Brothers Karamazov: A Novel in Four Parts With Epilogue,Fyodor Dostoevsky,Paperback,$16.69,$18.00,9780374528379,"Farrar, Straus and Giroux",06/14/2002,824,5.52(w) x 8.29(h) x 1.64(d)
1152,55A,FALSE,0,In the Woods: A Novel,Tana French ,Paperback,$7.19,$17.00,9.78014311349E+12,Penguin Books; Reprint edition,05/27/08,464,5.5(w) x 8.4(h) x 0.9(d)
4685,55B,FALSE,0,The Secret Scripture: A Novel,Sebastian Barry,Paperback,$15.30,$17.00,9780143115694,Penguin Publishing Group,04/28/2009,336,5.00(w) x 7.70(h) x 0.70(d)
2040,56A,TRUE,1,kaddish.com: A novel,Nathan Englander ,Hardcover,$16.48,$24.95,9.78152473275E+12,Knopf,03/26/19,224,5.9(w) x 8.5(h) x 0.8(d)
2038,56B,TRUE,1,kaddish.com,Nathan Englander,Hardcover,$22.46,$24.95,9781524732752,Knopf Doubleday Publishing Group,03/26/2019,224,5.70(w) x 8.30(h) x 1.10(d)
2253,57A,TRUE,1,The Moon Sister: A Novel (The Seven Sisters),Lucinda Riley ,Hardcover,$17.70,$28.00,9.78198211061E+12,Atria Books,02/19/19,544,6(w) x 9(h) x 1.9(d)
4376,57B,TRUE,1,The Moon Sister (Seven Sisters Series #5),Lucinda Riley,Hardcover,$23.80,$28.00,9781982110611,Atria Books,02/19/2019,544,9.10(w) x 6.30(h) x 1.70(d)
1690,58A,FALSE,0,The Partner: A Novel,John Grisham ,Paperback,$8.78,$9.99,9.78034553196E+12,Dell; Reprint edition,02/28/12,480,4.2(w) x 7.5(h) x 1.1(d)
4132,58B,FALSE,0,The Jealous Kind: A Novel,James Lee Burke,Paperback,$9.99,$9.99,9781501107412,Pocket Books,08/29/2017,464,4.10(w) x 7.50(h) x 1.10(d)
1084,59A,FALSE,0,The Lying Game: A Novel,Ruth Ware ,Paperback,$12.74,$16.99,9.7815011562E+12,Gallery/Scout Press; Reprint edition,03/06/18,416,5.3(w) x 8.2(h) x 1.2(d)
4850,59B,FALSE,0,The Trust: A Novel,Ronald H. Balson,Paperback,$16.22,$16.99,9781250127457,St. Martin's Press,10/09/2018,384,5.30(w) x 8.20(h) x 1.00(d)
2304,60A,FALSE,0,Atonement: A Novel,Ian McEwan ,Paperback,$10.87,$16.00,9.78038572179E+12,Anchor Books; 1st edition,02/25/03,351,5.2(w) x 8(h) x 0.8(d)
3312,60B,FALSE,0,Smile: A Novel,Roddy Doyle,Paperback,$14.40,$16.00,9780735224469,Penguin Publishing Group,10/16/2018,224,5.00(w) x 7.70(h) x 0.60(d)
364,61A,FALSE,0,Cry of the Kalahari,Mark Owens and Delia Owens ,Paperback,$15.26,$16.95,9.78039564781E+12,Mariner Books,10/15/92,384,5.5(w) x 8.2(h) x 1(d)
4515,61B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
1177,62A,TRUE,1,Triple Jeopardy: A Daniel Pitt Novel,Anne Perry ,Hardcover,$18.30,$28.00,9.78052562095E+12,Ballantine Books,04/09/19,320,6.3(w) x 9.5(h) x 1.1(d)
5123,62B,TRUE,1,Triple Jeopardy (Signed Book) (Daniel Pitt Series #2),Anne Perry,Hardcover,$19.60,$28.00,9781984800831,Random House Publishing Group,04/09/2019,288,6.12(w) x 9.25(h) x 0.71(d)
1034,63A,FALSE,0,The Bitterroots: A Novel,C.J. Box ,Hardcover,$18.29,$27.99,9.78125005106E+12,Minotaur Books,08/13/19,320,6.1(w) x 9.2(h)
5353,63B,FALSE,0,Whistle in the Dark: A Novel,Emma Healey,Hardcover,$25.19,$27.99,9780062309716,HarperCollins Publishers,07/24/2018,336,6.10(w) x 9.10(h) x 1.50(d)
444,64A,FALSE,0,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,Bill Dedman and Paul Clark Newell Jr. ,Paperback,$8.16,$18.00,9.78034553454E+12,Ballantine Books; 1 edition,04/22/14,512,5.1(w) x 8(h) x 1.1(d)
4515,64B,FALSE,0,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154,5.50(w) x 8.50(h) x 0.33(d)
926,65A,FALSE,0,The Woman in the Window: A Novel,A. J Finn,Paperback,$11.59,$16.99,9.78006267842E+12,William Morrow Paperbacks; Reprint edition,03/05/19,464,5.3(w) x 8(h) x 1(d)
