_id,Up_System,predicted,manual,title,authors,book_format,cur_price,old_price,isbn13,publisher,publication_date,pages,product_dimensions
4515,10B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
4028,11A,0,,Adventures in the Screen Trade: A Personal View of Hollywood and Screenwriting,William Goldman ,Paperback,$20.42,$21.99,9.78044639118e+12,Grand Central Publishing; Reissue edition,03/10/89,608.0,5.5(w) x 8(h) x 1.1(d)
1440,11B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
4173,12A,0,,Disney Dreams Collection Thomas Kinkade Studios Coloring Book,Thomas Kinkade ,Paperback,$10.68,$12.99,9.78144948318e+12,Andrews McMeel Publishing; Clr Csm edition,09/19/17,128.0,7.2(w) x 9.5(h) x 0.5(d)
1440,12B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
2203,13A,1,,The Unbearable Lightness of Being: A Novel (Harper Perennial Modern Classics),Milan Kundera ,Paperback,$15.05,$18.99,9.78006114852e+12,Harper Perennial Modern Classics; Deluxe edition,10/27/09,320.0,5.5(w) x 8.2(h) x 0.8(d)
4863,13B,1,,The Unbearable Lightness of Being,Milan Kundera,Paperback,$17.60,$18.99,9780061148521,HarperCollins Publishers,10/27/2009,314.0,5.60(w) x 8.20(h) x 1.00(d)
2999,14A,0,,Iron Cowboy - Redefine Impossible,James Lawrence ,Paperback,$22.49,$24.99,9.78099871881e+12,IronCowboy,05/15/17,300.0,6(w) x 9(h) x 0.7(d)
4515,14B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
4560,15A,0,,Brush Lettering from A to Z: A Fun and Comprehensive Guide to Creating Modern Calligraphy with a Brush Pen,Emma Witte ,Hardcover,$10.52,$14.99,9.78144132708e+12,"Peter Pauper Press, Inc.",06/01/18,160.0,7.6(w) x 9.7(h) x 0.9(d)
4515,15B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
129,16A,0,,The Enneagram: A Christian Perspective,Richard Rohr and Andreas Ebert ,Paperback,$16.91,$19.95,9.78082451951e+12,The Crossroad Publishing Company; 1st US Edition 1st Printing edition,09/01/01,320.0,6(w) x 9(h) x 0.8(d)
4515,16B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
2536,17A,0,,A Gathering of Shadows: A Novel (Shades of Magic),V. E. Schwab ,Paperback,$10.87,$16.99,9.78076537648e+12,Tor Books; Reprint edition,01/17/17,512.0,5.5(w) x 8.2(h) x 1.4(d)
1440,17B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
4317,18A,0,,Lost Ocean: An Inky Adventure and Coloring Book for Adults,Johanna Basford ,Paperback,$13.07,$16.95,9.78014310899e+12,Penguin Books; Clr Csm edition,10/27/15,80.0,10(w) x 10(h) x 0.4(d)
1440,18B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
3852,19A,0,,Judge This Cover,Brittany Renner ,Paperback,$8.98,$19.99,9.78069215651e+12,B. Renner Fitness,10/08/18,134.0,6(w) x 9(h) x 0.3(d)
4515,19B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
2683,20A,0,,"Unhinged: Blood Bond: Parts 4, 5 & 6 (Volume 2) (Blood Bond Saga)",Helen Hardt ,Paperback,$14.00,$15.99,9.78164263014e+12,Waterhouse Press,10/30/18,384.0,5.5(w) x 8.2(h) x 1(d)
4515,20B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3277,21A,0,,Running Your First Ultra: Customizable Training Plans for Your First 50K to 100-mile Race,Krissy Moehl ,Paperback,$16.59,$22.99,9.78162414142e+12,Page Street Publishing; 1 edition,12/01/15,240.0,8.1(w) x 9(h) x 0.6(d)
1440,21B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
2309,22A,1,,Nineteen Minutes,Jodi Picoult ,Paperback,$15.29,$16.99,9.78074349674e+12,Washington Square Press; 1ST edition,02/05/08,455.0,5.3(w) x 8.2(h) x 1.2(d)
2713,22B,1,,Nineteen Minutes,Jodi Picoult,Paperback,$16.05,$16.99,9780743496735,Washington Square Press,02/05/2008,480.0,5.40(w) x 10.56(h) x 1.27(d)
2264,23A,0,,The Girl He Used to Know: A Novel,Tracey Garvis Graves ,Hardcover,$17.70,$26.99,9.78125020036e+12,St. Martin's Press,04/02/19,304.0,6.4(w) x 9.6(h) x 1.1(d)
4881,23B,0,,The Vanishing Man: A Prequel to the Charles Lenox Series,Charles Finch,Hardcover,$19.27,$26.99,9781250311368,St. Martin's Press,02/19/2019,304.0,6.40(w) x 9.30(h) x 1.20(d)
4439,24A,0,,Top 50 Praise & Worship: Easy Piano,Carol Tornquist ,Paperback,$16.64,$20.99,9.7807390913e+12,Alfred Music,10/01/12,180.0,9(w) x 11.8(h) x 0.5(d)
1440,24B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
3764,25A,1,,"I Might Regret This: Essays, Drawings, Vulnerabilities, and Other Stuff",Abbi Jacobson ,Hardcover,$18.30,$28.00,9.7815387133e+12,Grand Central Publishing; First Edition edition,10/30/18,320.0,5.8(w) x 8.6(h) x 1(d)
1796,25B,1,,"I Might Regret This: Essays, Drawings, Vulnerabilities, and Other Stuff",Abbi Jacobson,Hardcover,$23.80,$28.00,9781538713297,Grand Central Publishing,10/30/2018,320.0,5.75(w) x 8.62(h) x 1.00(d)
1990,26A,0,,The Heart's Invisible Furies: A Novel,John Boyne ,Paperback,$11.55,$17.00,9.78152476079e+12,Hogarth; Reprint edition,03/06/18,592.0,5.2(w) x 8(h) x 1.2(d)
1440,26B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
2678,27A,0,,Super Friends: Flying High (DC Super Friends) (Step into Reading),Nick Eliopulos and DC Comics ,Paperback,$2.39,$4.99,9.78037585208e+12,Random House Books for Young Readers; English Language edition,05/27/08,32.0,6.1(w) x 9(h) x 0.2(d)
1440,27B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
3866,28A,0,,19 Minutes to Live - Helicopter Combat in Vietnam: A Memoir by Lew Jennings,Lew Jennings ,Paperback,$18.95,$19.95,9.78154848454e+12,CreateSpace Independent Publishing Platform; 1 edition,07/13/17,376.0,5.5(w) x 8.5(h) x 0.8(d)
1440,28B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
404,29A,0,,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela ,Paperback,$10.60,$18.00,9.78031654818e+12,Back Bay Books; 1st Paperback Ed edition,10/01/95,656.0,5.5(w) x 8.2(h) x 1.8(d)
1440,29B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
3430,30A,0,,"1000 Football Clubs: Teams, Stadiums, and Legends of the Beautiful Game",Jean Damien Lesay ,Paperback,$20.36,$29.95,9.78078933111e+12,Universe,04/19/16,320.0,6.7(w) x 9.1(h) x 1.2(d)
1440,30B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
2743,31A,0,,Gaslands: Post-Apocalyptic Vehicular Combat (Osprey Wargames),Mike Hutchinson and David Auden Nash ,Paperback,$12.91,$19.00,9.78147281854e+12,Osprey Games,11/21/17,64.0,7.1(w) x 9.9(h) x 0.2(d)
4515,31B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3855,32A,0,,Etched in Sand: A True Story of Five Siblings Who Survived an Unspeakable Childhood on Long Island,Regina Calcaterra ,Paperback,$10.99,$15.99,9.78006221883e+12,William Morrow Paperbacks; Original edition,08/06/13,320.0,5.3(w) x 8(h) x 0.7(d)
1440,32B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
4487,33A,0,,Ogilvy on Advertising,David Ogilvy ,Paperback,$21.67,$27.50,9.78039472904e+12,Vintage; 1st Vintage Books ed edition,03/12/85,224.0,7.4(w) x 9.7(h) x 0.6(d)
1440,33B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
239,34A,0,,The Templar Mission to Oak Island and Beyond: Search for Ancient Secrets: The Shocking Revelations of a 12th Century Manuscript,Zena Halpern ,Paperback,$15.26,$16.95,,,01/01/1979,,
2951,34B,0,,"Portage: A Family, a Canoe, and the Search for the Good Life",University Of Minnesota Press,Paperback,$15.71,$16.95,9780816698547,University of Minnesota Press,10/15/2015,264.0,5.64(w) x 8.08(h) x 0.66(d)
4407,35A,0,,Japanese Knitting Stitch Bible: 260 Exquisite Patterns by Hitomi Shida,Hitomi Shida and Gayle Roehm ,Paperback,$11.52,$16.95,9.78480531453e+12,Tuttle Publishing,10/10/17,160.0,8.5(w) x 11.5(h) x 0.6(d)
1440,35B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
1733,36A,0,,The Handmaid's Tale,Margaret Atwood ,Paperback,$10.94,$15.95,9.78038549082e+12,Anchor; 1st Anchor Books edition,03/16/98,311.0,5.1(w) x 7.9(h) x 0.7(d)
1440,36B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
337,37A,0,,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade and Don Yaeger ,Paperback,$8.99,$9.99,9.7801431306e+12,Sentinel; Reprint edition,10/18/16,320.0,4.2(w) x 7.5(h) x 0.8(d)
1440,37B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
2099,38A,1,,The Brothers Karamazov,"Fyodor Dostoevsky , Richard Pevear, et al. ",Paperback,$15.29,$18.00,9.78037452838e+12,"Farrar, Straus and Giroux; 12th edition",06/14/02,824.0,5.5(w) x 8.3(h) x 1.6(d)
3665,38B,1,,The Brothers Karamazov: A Novel in Four Parts With Epilogue,Fyodor Dostoevsky,Paperback,$16.69,$18.00,9780374528379,"Farrar, Straus and Giroux",06/14/2002,824.0,5.52(w) x 8.29(h) x 1.64(d)
4021,39A,0,,"The Trouble with Men: Reflections on Sex, Love, Marriage, Porn, and Power (21st Century Essays)",David Shields ,Paperback,$14.73,$18.95,9.78081425519e+12,Mad Creek Books; 1 edition,02/25/19,160.0,5.5(w) x 8.5(h) x 0.6(d)
4515,39B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3562,40A,1,,The Blind Side: Evolution of a Game,Michael Lewis ,Paperback,$10.68,$15.95,9.78039333047e+12,W. W. Norton & Company; Reprint edition,09/17/07,352.0,5.5(w) x 8.3(h) x 0.9(d)
3634,40B,1,,The Blind Side: Evolution of a Game,Michael Lewis,Paperback,$14.36,$15.95,9780393330472,"Norton, W. W. & Company, Inc.",09/04/2007,320.0,5.50(w) x 8.10(h) x 1.20(d)
3284,41A,0,,Moon Patagonia: Including the Falkland Islands (Travel Guide),Wayne Bernhardson ,Paperback,$16.37,$24.99,9.78163121631e+12,Moon Travel; 5 edition,11/21/17,620.0,5.6(w) x 7.6(h) x 0.8(d)
1440,41B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
4592,42A,0,,Culture Care: Reconnecting with Beauty for Our Common Life,Makoto Fujimura and Mark Labberton ,Paperback,$13.18,$17.00,9.78083084503e+12,IVP Books,02/14/17,160.0,5.5(w) x 8.2(h) x 0.5(d)
1440,42B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
1797,43A,0,,This Is How It Always Is,LAURIE FRANKEL ,Paperback,$9.98,$16.99,9.78125008857e+12,Flatiron Books; Reprint edition,01/23/18,336.0,5.4(w) x 8.2(h) x 1(d)
1440,43B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
3386,44A,0,,The Colorado Trail Databook (Colorado Mountain Club Pack Guide),Colorado Trail Foundation ,Paperback,$16.77,$19.95,9.78193705258e+12,"Colorado Mountain Club; rounded corners, waterproof pages edition",04/16/18,88.0,4(w) x 7(h) x 0.5(d)
1440,44B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
1297,45A,0,,Tailspin,Sandra Brown ,Paperback,$10.49,$15.99,9.78145557211e+12,Grand Central Publishing; Reprint edition,02/05/19,432.0,5.2(w) x 8(h) x 1.4(d)
1440,45B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
837,46A,0,,Stalingrad: The Fateful Siege: 1942-1943,Antony Beevor ,Paperback,$16.76,$21.00,9.78014028458e+12,Penguin Books; 1st edition,05/01/99,528.0,5.5(w) x 8.4(h) x 1.1(d)
1440,46B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
3341,47A,0,,"Analyzing Baseball Data with R, Second Edition (Chapman & Hall/CRC The R Series)","Max Marchi , Jim Albert , et al. ",Paperback,$52.15,$59.95,9.78081535352e+12,Chapman and Hall/CRC; 2 edition,12/05/18,360.0,6(w) x 9.2(h) x 1(d)
4515,47B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
4752,48A,0,,Mixing Secrets for the Small Studio (Sound On Sound Presents...),Mike Senior ,Paperback,$37.12,$46.95,9.78113855638e+12,Routledge; 2 edition,08/18/18,444.0,7(w) x 9(h) x 0.8(d)
4515,48B,0,,The Pluck of the Irish: 10 Notre Dame Sports Figures Who Made a Difference,Jim Hayden,Paperback,$12.46,$12.99,9780999396742,,06/23/2018,154.0,5.50(w) x 8.50(h) x 0.33(d)
3303,49A,0,,"Birds of Ohio Field Guide, Second Edition",Stan Tekiela ,Paperback,$8.04,$12.95,9.7815919306e+12,Adventure Publications; Second edition,08/03/04,296.0,4.2(w) x 5.8(h) x 0.8(d)
1440,49B,0,,,Oscar Wilde,Paperback,$5.99,$5.99,9780380012770,HarperCollins Publishers,01/01/1976,160.0,4.19(w) x 6.75(h) x 0.40(d)
